,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
231,SC60,RL,15138,3,Lvl,Inside,3,NoRidge,Norm,1Fam,2Story,8,5,1995,1996,Gable,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,0,6,689,1,0,773,1462,5,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,5,9,8,1,Attchd,1995.0,Fin,3,810,3,3,2,0,146,202,0,0,0,Jul,2009,WD,Normal,403000
232,SC160,RM,1680,4,Lvl,Inside,3,BrDale,Norm,Twnhs,2Story,6,5,1972,1972,Gable,HdBoard,HdBoard,BrkFace,297.0,3,3,CBlock,3,3,0,1,0,1,0,483,483,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,3,5,8,1,Attchd,1972.0,Unf,1,288,3,3,2,0,0,0,0,0,0,Jun,2006,WD,Normal,94500
233,SC20,RL,10650,4,Lvl,Corner,3,CollgCr,Norm,1Fam,1Story,5,6,1976,1976,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,2,2,182,5,712,0,894,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,3,5,8,0,Attchd,1976.0,Unf,1,308,3,3,2,365,0,0,0,0,0,Feb,2010,WD,Normal,128200
234,SC60,RL,7851,4,Lvl,Inside,3,Gilbert,Norm,1Fam,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,0,6,625,1,0,235,860,5,Y,SBrkr,860,1100,0,1960,1,0,2,1,4,4,8,8,2,BuiltIn,2002.0,Fin,2,440,3,3,2,288,48,0,0,0,0,May,2010,WD,Normal,216500
235,SC160,RM,1680,4,Lvl,Inside,3,BrDale,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,HdBoard,HdBoard,BrkFace,604.0,3,3,CBlock,3,3,0,5,358,1,0,125,483,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,3,5,8,0,Detchd,1971.0,Unf,1,264,3,3,2,0,0,0,0,0,0,Aug,2008,WD,Normal,89500
236,SC20,RL,8773,4,Lvl,FR2,3,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,98.0,4,3,PConc,4,3,2,6,24,1,0,1390,1414,5,Y,SBrkr,1414,0,0,1414,0,0,2,0,3,4,6,8,0,Attchd,2004.0,RFn,2,494,3,3,2,132,105,0,0,0,0,May,2010,WD,Normal,185500
237,SC60,RL,9453,3,Lvl,CulDSac,3,SawyerW,RRNe,1Fam,2Story,7,7,1993,2003,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0,4,402,1,0,594,996,5,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,4,7,8,0,Attchd,1993.0,RFn,2,457,3,3,2,370,70,0,238,0,0,Feb,2010,WD,Normal,194500
238,SC20,RL,12030,4,Lvl,Inside,3,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,254.0,5,3,PConc,5,3,0,1,0,1,0,1694,1694,5,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,4,7,8,0,Attchd,2007.0,Fin,3,818,3,3,2,168,228,0,0,0,0,Dec,2007,New,Partial,318000
239,SC50,RL,8741,4,Lvl,Inside,3,Edwards,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,0,2,94,1,0,641,735,3,Y,FuseA,798,689,0,1487,0,0,1,1,3,3,7,8,1,Detchd,1949.0,Unf,1,220,3,3,2,0,140,0,0,0,0,Apr,2010,WD,Normal,113000
240,SC20,FV,9000,4,Lvl,Inside,3,Somerst,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,2,6,1078,1,0,488,1566,5,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,4,7,8,0,Attchd,2008.0,RFn,2,750,3,3,2,144,168,0,0,0,0,Apr,2010,WD,Normal,262500
241,SC30,RM,3880,4,Lvl,Inside,3,OldTown,Norm,1Fam,1Story,5,9,1945,1997,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0,5,329,1,0,357,686,4,Y,SBrkr,866,0,0,866,0,0,1,0,2,4,4,8,0,No,1945.0,No,0,0,0,0,2,58,42,0,0,0,0,Aug,2007,WD,Normal,110500
242,SC50,RM,5000,4,Lvl,Corner,3,OldTown,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,540,540,4,N,FuseA,889,551,0,1440,0,0,1,0,3,3,6,8,0,Attchd,1940.0,Unf,1,352,2,3,2,0,0,77,0,0,0,Apr,2006,WD,Normal,79000
243,SC160,RL,10762,4,Lvl,Corner,3,SawyerW,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,1,0,1,0,626,626,3,Y,SBrkr,626,591,0,1217,0,0,1,1,3,3,6,8,1,Attchd,1980.0,RFn,1,288,3,3,2,0,28,0,0,0,0,Apr,2009,WD,Normal,120000
244,SC60,RL,8880,3,Lvl,Inside,3,SawyerW,Norm,1Fam,2Story,7,5,1994,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,695,1,0,253,948,5,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,4,8,8,2,Attchd,1994.0,RFn,2,463,3,3,2,0,130,0,0,0,0,May,2010,WD,Normal,205000
245,SC20,RL,10400,4,Lvl,Inside,3,NWAmes,Norm,1Fam,1Story,7,5,1988,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,3,3,CBlock,4,3,2,6,929,1,0,916,1845,4,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,3,6,8,1,Attchd,1988.0,Fin,2,604,3,3,2,197,39,0,0,0,0,Jun,2006,WD,Normal,241500
246,SC190,RM,9142,4,Lvl,Inside,3,OldTown,Norm,2fmCon,2Story,6,8,1910,1950,Gable,AsbShng,AsbShng,None,0.0,3,2,Stone,2,3,0,1,0,1,0,1020,1020,4,N,FuseP,908,1020,0,1928,0,0,2,0,4,2,9,8,0,Detchd,1910.0,Unf,1,440,1,1,2,0,60,112,0,0,0,Apr,2006,WD,Normal,137000
247,SC20,RL,11310,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,6,5,1954,1954,Hip,Wd Sdng,BrkFace,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,1367,1367,5,Y,SBrkr,1375,0,0,1375,0,0,1,0,2,3,5,8,1,Attchd,1954.0,Unf,2,451,3,3,2,0,30,0,0,0,0,Jun,2006,WD,Normal,140000
248,SC60,RL,11317,4,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,101.0,4,3,PConc,4,3,0,1,0,1,0,840,840,5,Y,SBrkr,840,828,0,1668,0,0,2,1,3,4,8,8,0,Attchd,2003.0,RFn,2,500,3,3,2,144,68,0,0,0,0,Sep,2007,WD,Normal,180000
249,SC50,RL,159000,2,Low,CulDSac,1,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,3,3,697,1,0,747,1444,4,Y,SBrkr,1444,700,0,2144,0,1,2,0,4,4,7,8,2,Attchd,1958.0,Fin,2,389,3,3,2,0,98,0,0,0,500,Jun,2007,WD,Normal,277000
250,SC30,RL,5350,3,Lvl,Inside,3,BrkSide,Norm,1Fam,1Story,3,2,1940,1966,Gable,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3,3,0,1,0,1,0,728,728,5,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,2,6,5,0,No,1940.0,No,0,0,0,0,2,263,0,0,0,0,450,May,2010,WD,Normal,76500
251,SC120,RM,4750,3,HLS,Inside,2,Crawfor,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,VinylSd,VinylSd,Stone,481.0,4,3,PConc,4,3,3,6,1573,1,0,0,1573,5,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,4,5,8,1,Attchd,2006.0,Fin,2,538,3,3,2,123,0,0,0,153,0,Dec,2007,WD,Family,235000
252,SC60,RL,8366,3,Lvl,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,798,798,5,Y,SBrkr,798,842,0,1640,0,0,2,1,3,4,6,8,0,Attchd,2004.0,RFn,2,520,3,3,2,138,45,0,0,0,0,Dec,2008,WD,Normal,173000
253,SC80,RL,9350,4,Lvl,Inside,3,NAmes,Norm,1Fam,SLvl,6,7,1964,1991,Hip,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,4,3,3,2,270,5,580,452,1302,5,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,4,7,7,0,Attchd,1964.0,RFn,1,309,3,3,2,333,0,0,0,0,0,Oct,2007,CWD,Normal,158000
254,SC20,RL,8400,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,6,1957,1957,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,3,922,1,0,392,1314,3,Y,SBrkr,1314,0,0,1314,1,0,1,0,3,3,5,8,0,Attchd,1957.0,RFn,1,294,3,3,2,250,0,0,0,0,0,Jun,2010,WD,Normal,145000
255,SC60,RL,8738,3,Lvl,Inside,3,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,0,1,0,1,0,975,975,5,Y,SBrkr,1005,1286,0,2291,0,0,2,1,4,4,8,8,1,BuiltIn,1999.0,Fin,2,429,3,3,2,192,0,0,0,0,0,Feb,2006,WD,Normal,230000
256,SC60,FV,8791,3,Lvl,Inside,3,Somerst,Norm,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,3,503,1,0,361,864,5,Y,SBrkr,864,864,0,1728,0,0,2,1,3,4,7,8,0,Attchd,2003.0,RFn,2,673,3,3,2,216,56,0,0,0,0,May,2008,WD,Normal,207500
257,SC20,RL,8814,4,Lvl,Inside,3,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,180.0,4,3,PConc,4,3,0,6,1334,1,0,270,1604,5,Y,SBrkr,1604,0,0,1604,1,0,2,1,3,4,8,8,1,Attchd,2006.0,RFn,2,660,3,3,2,123,110,0,0,0,0,Mar,2009,WD,Abnorml,220000
258,SC60,RL,12435,4,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4,3,0,6,361,1,0,602,963,5,Y,SBrkr,963,829,0,1792,0,0,2,1,3,4,7,8,1,Attchd,2001.0,RFn,2,564,3,3,2,0,96,0,245,0,0,May,2008,WD,Normal,231500
259,SC20,RM,12702,4,Lvl,Inside,3,OldTown,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0,0,0,0,0,4,Y,FuseA,882,0,0,882,0,0,1,0,2,3,4,8,0,Detchd,1956.0,Unf,1,308,3,3,2,0,45,0,0,0,0,Dec,2008,WD,Normal,97000
260,SC80,RL,19296,4,Lvl,Corner,3,NAmes,Artery,1Fam,SLvl,6,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,3,3,3,3,672,5,690,0,1362,3,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,3,6,8,1,Attchd,1991.0,Unf,2,884,3,3,2,0,0,252,0,0,0,May,2009,WD,Normal,176000
261,SC60,RL,9588,3,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5,3,0,1,0,1,0,1482,1482,5,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,5,10,8,1,BuiltIn,2007.0,Fin,3,868,3,3,2,0,148,0,0,0,0,Nov,2007,New,Partial,276000
262,SC80,RL,8471,3,Lvl,Corner,3,Sawyer,Norm,1Fam,SLvl,6,7,1977,1995,Gable,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,4,4,2,5,506,1,0,0,506,3,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,3,6,8,1,Attchd,1978.0,Unf,2,492,3,3,2,292,12,0,0,0,0,Jul,2006,WD,Normal,151000
263,SC50,RM,5500,4,Lvl,Corner,3,OldTown,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,2,234,5,692,0,926,3,Y,SBrkr,926,0,390,1316,1,0,1,0,3,3,6,8,0,Detchd,1974.0,Unf,2,484,3,3,2,0,0,0,0,0,0,Apr,2010,WD,Normal,130000
264,SC30,RM,5232,1,Bnk,Inside,3,OldTown,Artery,1Fam,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,0,1,0,1,0,680,680,4,N,FuseP,764,0,0,764,0,0,1,0,2,3,4,8,0,Detchd,1965.0,Unf,2,504,3,3,0,0,0,0,0,0,0,Jun,2008,WD,Normal,73000
265,SC20,RL,12090,3,Lvl,Inside,3,NWAmes,Norm,1Fam,1Story,6,6,1981,1981,Gable,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,4,3,0,6,588,2,228,606,1422,3,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,4,7,8,1,Attchd,1981.0,Fin,2,576,3,3,2,276,0,0,0,0,0,Jun,2008,WD,Normal,175500
266,SC60,RL,11207,3,HLS,FR2,3,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,714,1,0,88,802,4,Y,SBrkr,802,709,0,1511,1,0,2,1,3,3,8,8,1,Attchd,1997.0,Fin,2,413,3,3,2,95,75,0,0,0,0,Jun,2006,WD,Normal,185000
267,SC75,RL,8400,4,Bnk,Inside,2,SWISU,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,2,378,1,0,342,720,5,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,4,8,8,1,Detchd,1939.0,Unf,1,240,3,3,2,262,24,0,0,0,0,Jul,2008,WD,Normal,179500
268,SC30,RM,6900,4,Lvl,Inside,3,IDOTRR,Norm,1Fam,1Story,5,6,1940,1955,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,403,3,125,212,740,5,Y,SBrkr,778,0,0,778,0,0,1,0,2,3,4,8,1,Detchd,1966.0,Fin,1,924,5,5,2,0,25,0,0,0,0,Feb,2008,WD,Normal,120500
269,SC20,RL,7917,3,Lvl,Corner,3,Edwards,Norm,1Fam,1Story,6,7,1976,1976,Hip,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,0,4,751,1,0,392,1143,3,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,3,6,8,1,Attchd,1987.0,RFn,1,504,3,4,2,370,30,0,0,0,0,May,2007,WD,Normal,148000
270,SC60,FV,10728,4,Lvl,Inside,3,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,1095,1095,4,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,4,8,8,1,Attchd,2006.0,RFn,3,1053,3,3,2,192,51,0,0,0,0,Aug,2006,New,Partial,266000
271,SC20,RL,39104,3,Low,CulDSac,1,ClearCr,Norm,1Fam,1Story,7,7,1954,2005,Flat,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,2,226,6,1063,96,1385,5,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,3,5,5,2,Attchd,1954.0,Unf,2,439,3,3,2,81,0,0,0,0,0,Apr,2008,WD,Normal,241500
272,SC60,RL,11764,3,Lvl,CulDSac,3,NoRidge,Norm,1Fam,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,0,6,524,1,0,628,1152,5,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,4,9,8,1,Attchd,1999.0,Fin,3,671,3,3,2,132,57,0,0,0,0,Apr,2010,WD,Normal,290000
273,SC20,RL,9600,4,Lvl,Inside,3,NAmes,Feedr,1Fam,1Story,6,6,1958,1988,Hip,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,0,3,620,2,620,0,1240,4,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,3,6,7,1,Attchd,1958.0,RFn,1,338,3,3,2,289,0,0,0,0,0,Apr,2009,WD,Normal,139000
274,SC20,RL,8314,4,Lvl,Corner,3,Mitchel,Norm,1Fam,1Story,5,7,1982,1982,Gable,HdBoard,ImStucc,None,0.0,3,3,CBlock,3,3,3,5,546,1,0,270,816,3,Y,SBrkr,816,0,0,816,0,0,1,0,2,3,5,8,0,Attchd,1982.0,Unf,1,264,3,3,2,168,0,0,0,0,0,Jun,2007,WD,Normal,124500
275,SC50,RL,7264,4,Lvl,Inside,3,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,0,1,0,1,0,952,952,4,N,SBrkr,952,596,0,1548,0,0,2,1,3,5,5,8,0,Detchd,1978.0,Unf,2,672,3,3,2,74,0,0,0,144,0,Oct,2009,WD,Normal,205000
276,SC20,RL,9196,3,Lvl,Inside,3,Mitchel,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,0,1,0,1,0,1560,1560,5,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,4,7,8,0,Attchd,2003.0,Fin,2,573,3,3,2,100,150,0,0,0,0,Apr,2010,WD,Normal,201000
277,SC20,RL,19138,4,Lvl,Corner,3,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,2,120,1,0,744,864,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,3,4,8,0,Detchd,1951.0,Unf,2,400,3,3,2,0,0,0,0,0,0,Jun,2010,WD,Normal,141000
278,SC20,RL,14450,4,Lvl,Inside,3,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Gable,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5,3,3,1,0,1,0,2121,2121,5,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,5,8,8,1,Attchd,2007.0,Fin,3,732,3,3,2,124,98,0,0,142,0,May,2007,New,Partial,415298
279,SC60,RL,10005,4,Lvl,Inside,3,ClearCr,Norm,1Fam,2Story,7,5,1977,1977,Hip,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4,3,0,4,392,1,0,768,1160,5,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,3,8,8,1,Attchd,1977.0,Fin,2,505,3,3,2,288,117,0,0,0,0,Mar,2008,WD,Normal,192000
280,SC60,RL,11287,4,Lvl,Inside,3,SawyerW,Norm,1Fam,2Story,7,6,1989,1989,Gable,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,2,6,421,1,0,386,807,4,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,4,7,8,1,Attchd,1989.0,Fin,2,575,3,3,2,0,84,0,196,0,0,Jan,2007,WD,Normal,228500
281,SC20,FV,7200,4,Lvl,Inside,3,Somerst,Norm,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4,3,0,6,905,1,0,357,1262,4,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,4,5,8,0,Attchd,2006.0,Fin,2,572,3,3,2,0,120,0,0,0,0,May,2006,New,Partial,185000
282,SC120,RL,5063,4,Lvl,Inside,3,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,0,6,904,1,0,410,1314,5,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,4,6,8,1,Attchd,2008.0,RFn,2,626,3,3,2,172,62,0,0,0,0,Apr,2009,ConLw,Normal,207500
283,SC20,RL,9612,4,Lvl,Inside,3,Somerst,Feedr,1Fam,1Story,8,5,2008,2009,Gable,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,0,1,0,1,0,1468,1468,5,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,4,6,8,1,Attchd,2008.0,Fin,3,898,3,3,2,210,150,0,0,0,0,Dec,2009,New,Partial,244600
284,SC120,RL,8012,4,Lvl,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,0,6,430,1,0,1145,1575,4,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,4,5,8,0,Attchd,1992.0,RFn,2,529,3,3,2,0,0,52,0,0,0,Jul,2007,WD,Normal,179200
285,SC160,FV,4251,3,Lvl,Inside,3,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,625,625,5,Y,SBrkr,625,625,0,1250,0,0,2,1,2,4,5,8,0,Detchd,2006.0,RFn,2,528,3,3,2,0,54,0,0,0,0,Jun,2007,New,Partial,164700
286,SC50,RL,9786,3,Bnk,Inside,3,NAmes,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,3,600,1,0,312,912,3,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,4,7,8,1,Attchd,1962.0,RFn,2,440,3,3,2,0,0,0,0,128,0,Jun,2006,WD,Normal,159000
287,SC20,RL,8125,3,Lvl,Corner,3,NAmes,Norm,1Fam,1Story,4,4,1971,1971,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,614,1,0,244,858,3,Y,SBrkr,858,0,0,858,0,0,1,0,3,3,5,8,0,No,1971.0,No,0,0,0,0,2,0,0,0,0,0,0,Jun,2006,WD,Normal,88000
288,SC20,RL,9819,3,Lvl,Inside,3,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,0,4,450,1,0,432,882,3,Y,SBrkr,900,0,0,900,0,0,1,0,3,3,5,8,0,Detchd,1970.0,Unf,1,280,3,3,2,0,0,0,0,0,0,Feb,2010,WD,Normal,122000
289,SC70,RL,8730,4,Lvl,Inside,3,BrkSide,RRAn,1Fam,2Story,6,7,1915,2003,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,698,698,5,Y,FuseA,698,698,0,1396,0,0,1,0,3,3,7,8,0,Detchd,2003.0,Unf,1,384,3,3,2,0,0,0,0,259,0,Jul,2007,WD,Normal,153575
290,SC60,RL,15611,4,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,1079,1079,5,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,4,8,8,1,Attchd,2006.0,RFn,2,685,4,3,2,0,51,0,0,0,0,Jul,2006,New,Partial,233230
291,SC190,RL,5687,4,Bnk,Inside,3,SWISU,Norm,2fmCon,2Story,5,6,1912,2000,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,0,3,210,1,0,570,780,5,N,SBrkr,936,780,0,1716,1,0,2,0,6,2,9,8,0,No,1912.0,No,0,0,0,0,0,0,184,0,0,0,0,Mar,2008,WD,Normal,135900
292,SC50,RL,11409,4,Lvl,Inside,3,Edwards,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,2,292,1,0,476,768,4,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,3,8,6,1,Attchd,1949.0,Unf,1,281,3,3,2,0,0,0,0,160,0,Jan,2009,WD,Normal,131000
293,SC60,RL,16659,3,Lvl,Corner,3,NWAmes,PosA,1Fam,2Story,7,7,1977,1994,Gable,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3,3,0,5,795,1,0,0,795,2,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,4,9,8,1,Attchd,1977.0,Fin,2,539,3,3,2,0,250,0,0,0,0,Mar,2006,WD,Normal,235000
294,SC20,RL,9600,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,6,5,1953,1953,Hip,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,0,6,1285,1,0,131,1416,3,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,3,7,8,2,Attchd,1953.0,Fin,2,418,3,3,2,110,0,0,0,0,0,Oct,2009,WD,Normal,167000
295,SC80,RL,7937,3,Lvl,CulDSac,3,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,2,6,819,1,0,184,1003,3,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,3,6,8,0,Detchd,1984.0,Unf,2,588,3,3,2,120,0,0,0,0,0,Mar,2006,WD,Normal,142500
296,SC50,RM,13710,4,Lvl,Inside,3,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,4,420,1,0,490,910,3,Y,FuseA,910,648,0,1558,0,0,1,1,4,3,6,8,0,Attchd,1950.0,Unf,1,282,3,3,2,289,0,0,0,0,0,Jun,2007,WD,Normal,152000
297,SC60,FV,7399,3,Lvl,Inside,3,Somerst,Norm,1Fam,2Story,7,5,1997,1998,Hip,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4,3,0,4,649,1,0,326,975,5,Y,SBrkr,975,975,0,1950,0,0,2,1,3,4,7,8,1,Detchd,1997.0,RFn,2,576,3,3,2,0,10,0,0,198,0,Jun,2007,WD,Normal,239000
298,SC60,RL,11700,4,Lvl,Inside,3,NWAmes,Norm,1Fam,2Story,6,6,1968,1968,Mansard,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3,3,0,5,384,3,175,143,702,4,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,3,7,8,1,Attchd,1968.0,Unf,2,539,3,3,2,224,0,0,0,0,0,Jun,2007,WD,Normal,175000
